PRECINCT,COUNCILMANIC_DISTRICTS,LEGISLATIVE_DISTRICTS,AGE_GROUP,n
1001,000,37B,25-34,1
1001,001,46,16-17,6
1001,001,46,18-24,79
1001,001,46,25-34,747
1001,001,46,35-44,761
1001,001,46,45-54,256
1001,001,46,55-64,190
1001,001,46,65+,333
1002,001,46,16-17,5
1002,001,46,18-24,111
1002,001,46,25-34,883
1002,001,46,35-44,843
1002,001,46,45-54,527
1002,001,46,55-64,302
1002,001,46,65+,476
1003,001,46,16-17,3
1003,001,46,18-24,72
1003,001,46,25-34,917
1003,001,46,35-44,794
1003,001,46,45-54,405
1003,001,46,55-64,234
1003,001,46,65+,502
1004,001,46,16-17,4
1004,001,46,18-24,133
1004,001,46,25-34,1079
1004,001,46,35-44,1049
1004,001,46,45-54,598
1004,001,46,55-64,447
1004,001,46,65+,858
1005,001,46,18-24,104
1005,001,46,25-34,1675
1005,001,46,35-44,1354
1005,001,46,45-54,654
1005,001,46,55-64,337
1005,001,46,65+,741
1005,001,46,NA,1
2001,013,46,16-17,3
2001,013,46,18-24,73
2001,013,46,25-34,589
2001,013,46,35-44,497
2001,013,46,45-54,244
2001,013,46,55-64,149
2001,013,46,65+,263
2001,013,46,NA,4
2002,001,46,16-17,5
2002,001,46,18-24,110
2002,001,46,25-34,907
2002,001,46,35-44,787
2002,001,46,45-54,435
2002,001,46,55-64,221
2002,001,46,65+,401
2003,001,46,16-17,2
2003,001,46,18-24,144
2003,001,46,25-34,1253
2003,001,46,35-44,1244
2003,001,46,45-54,652
2003,001,46,55-64,484
2003,001,46,65+,731
2003,001,46,NA,1
3001,012,46,16-17,2
3001,012,46,18-24,62
3001,012,46,25-34,251
3001,012,46,35-44,314
3001,012,46,45-54,281
3001,012,46,55-64,314
3001,012,46,65+,385
3001,012,46,NA,6
3002,012,46,16-17,2
3002,012,46,18-24,52
3002,012,46,25-34,208
3002,012,46,35-44,298
3002,012,46,45-54,207
3002,012,46,55-64,277
3002,012,46,65+,188
3002,012,46,NA,3
3003,001,46,16-17,1
3003,001,46,18-24,126
3003,001,46,25-34,1057
3003,001,46,35-44,915
3003,001,46,45-54,602
3003,001,46,55-64,538
3003,001,46,65+,746
4001,011,46,18-24,223
4001,011,46,25-34,1163
4001,011,46,35-44,720
4001,011,46,45-54,368
4001,011,46,55-64,286
4001,011,46,65+,497
4002,011,40,16-17,3
4002,011,40,18-24,319
4002,011,40,25-34,1415
4002,011,40,35-44,1499
4002,011,40,45-54,740
4002,011,40,55-64,496
4002,011,40,65+,490
4002,011,40,NA,5
4003,011,40,16-17,2
4003,011,40,18-24,67
4003,011,40,25-34,117
4003,011,40,35-44,137
4003,011,40,45-54,101
4003,011,40,55-64,110
4003,011,40,65+,233
4003,011,40,NA,2
5001,012,46,16-17,7
5001,012,46,18-24,80
5001,012,46,25-34,264
5001,012,46,35-44,306
5001,012,46,45-54,274
5001,012,46,55-64,521
5001,012,46,65+,739
5001,012,46,NA,6
5002,012,45,18-24,6
5002,012,45,25-34,46
5002,012,45,35-44,81
5002,012,45,45-54,65
5002,012,45,55-64,126
5002,012,45,65+,241
5002,012,45,NA,2
6001,013,46,18-24,5
6001,013,46,25-34,16
6001,013,46,35-44,20
6001,013,46,45-54,27
6001,013,46,55-64,12
6001,013,46,65+,24
6001,013,46,NA,1
6002,013,45,16-17,15
6002,013,45,18-24,199
6002,013,45,25-34,562
6002,013,45,35-44,557
6002,013,45,45-54,349
6002,013,45,55-64,425
6002,013,45,65+,575
6002,013,45,NA,4
6003,013,45,16-17,4
6003,013,45,18-24,35
6003,013,45,25-34,139
6003,013,45,35-44,115
6003,013,45,45-54,88
6003,013,45,55-64,133
6003,013,45,65+,349
6003,013,45,NA,3
6004,013,46,16-17,3
6004,013,46,18-24,72
6004,013,46,25-34,618
6004,013,46,35-44,455
6004,013,46,45-54,262
6004,013,46,55-64,185
6004,013,46,65+,300
6004,013,46,NA,2
6005,001,46,16-17,10
6005,001,46,18-24,129
6005,001,46,25-34,1163
6005,001,46,35-44,1164
6005,001,46,45-54,534
6005,001,46,55-64,356
6005,001,46,65+,591
6005,001,46,NA,6
7001,012,45,16-17,8
7001,012,45,18-24,91
7001,012,45,25-34,275
7001,012,45,35-44,302
7001,012,45,45-54,200
7001,012,45,55-64,250
7001,012,45,65+,421
7001,012,45,NA,3
7002,013,45,16-17,2
7002,013,45,18-24,40
7002,013,45,25-34,183
7002,013,45,35-44,113
7002,013,45,45-54,71
7002,013,45,55-64,93
7002,013,45,65+,154
7002,013,45,NA,1
7003,013,45,16-17,12
7003,013,45,18-24,200
7003,013,45,25-34,580
7003,013,45,35-44,568
7003,013,45,45-54,458
7003,013,45,55-64,527
7003,013,45,65+,681
7003,013,45,NA,6
7004,013,45,16-17,12
7004,013,45,18-24,173
7004,013,45,25-34,500
7004,013,45,35-44,521
7004,013,45,45-54,398
7004,013,45,55-64,493
7004,013,45,65+,725
7004,013,45,NA,5
8001,003,45,16-17,2
8001,003,45,18-24,15
8001,003,45,25-34,8
8001,003,45,35-44,15
8001,003,45,45-54,23
8001,003,45,55-64,20
8001,003,45,65+,32
8002,013,45,16-17,13
8002,013,45,18-24,189
8002,013,45,25-34,301
8002,013,45,35-44,324
8002,013,45,45-54,299
8002,013,45,55-64,287
8002,013,45,65+,405
8003,013,45,16-17,10
8003,013,45,18-24,170
8003,013,45,25-34,358
8003,013,45,35-44,374
8003,013,45,45-54,344
8003,013,45,55-64,380
8003,013,45,65+,554
8003,013,45,NA,2
8004,014,45,16-17,5
8004,014,45,18-24,32
8004,014,45,25-34,88
8004,014,45,35-44,79
8004,014,45,45-54,98
8004,014,45,55-64,81
8004,014,45,65+,186
8005,012,45,16-17,11
8005,012,45,18-24,121
8005,012,45,25-34,301
8005,012,45,35-44,334
8005,012,45,45-54,305
8005,012,45,55-64,423
8005,012,45,65+,788
8005,012,45,NA,4
8006,012,45,16-17,10
8006,012,45,18-24,204
8006,012,45,25-34,485
8006,012,45,35-44,549
8006,012,45,45-54,447
8006,012,45,55-64,612
8006,012,45,65+,1111
8006,012,45,NA,3
8007,013,45,16-17,6
8007,013,45,18-24,120
8007,013,45,25-34,328
8007,013,45,35-44,379
8007,013,45,45-54,298
8007,013,45,55-64,494
8007,013,45,65+,703
8007,013,45,NA,2
8008,003,45,16-17,6
8008,003,45,18-24,60
8008,003,45,25-34,203
8008,003,45,35-44,224
8008,003,45,45-54,188
8008,003,45,55-64,219
8008,003,45,65+,394
8008,003,45,NA,1
8009,003,45,18-24,7
8009,003,45,25-34,19
8009,003,45,35-44,18
8009,003,45,45-54,8
8009,003,45,55-64,15
8009,003,45,65+,22
8010,013,45,16-17,13
8010,013,45,18-24,223
8010,013,45,25-34,520
8010,013,45,35-44,510
8010,013,45,45-54,447
8010,013,45,55-64,736
8010,013,45,65+,1590
8010,013,45,NA,10
8011,013,45,16-17,3
8011,013,45,18-24,46
8011,013,45,25-34,79
8011,013,45,35-44,78
8011,013,45,45-54,92
8011,013,45,55-64,125
8011,013,45,65+,256
8011,013,45,NA,2
9001,004,43A,16-17,6
9001,004,43A,18-24,80
9001,004,43A,25-34,166
9001,004,43A,35-44,174
9001,004,43A,45-54,126
9001,004,43A,55-64,162
9001,004,43A,65+,192
9001,004,43A,NA,1
9002,004,43A,16-17,3
9002,004,43A,18-24,82
9002,004,43A,25-34,232
9002,004,43A,35-44,254
9002,004,43A,45-54,167
9002,004,43A,55-64,270
9002,004,43A,65+,427
9002,004,43A,NA,4
9003,014,43A,16-17,9
9003,014,43A,18-24,117
9003,014,43A,25-34,359
9003,014,43A,35-44,381
9003,014,43A,45-54,231
9003,014,43A,55-64,276
9003,014,43A,65+,459
9003,014,43A,NA,2
9004,014,43A,16-17,15
9004,014,43A,18-24,113
9004,014,43A,25-34,394
9004,014,43A,35-44,487
9004,014,43A,45-54,399
9004,014,43A,55-64,379
9004,014,43A,65+,1244
9004,014,43A,NA,4
9005,014,43A,16-17,16
9005,014,43A,18-24,127
9005,014,43A,25-34,304
9005,014,43A,35-44,388
9005,014,43A,45-54,323
9005,014,43A,55-64,327
9005,014,43A,65+,814
9006,014,43A,16-17,18
9006,014,43A,18-24,213
9006,014,43A,25-34,439
9006,014,43A,35-44,516
9006,014,43A,45-54,418
9006,014,43A,55-64,492
9006,014,43A,65+,1086
9006,014,43A,NA,4
9007,014,45,16-17,6
9007,014,45,18-24,87
9007,014,45,25-34,244
9007,014,45,35-44,251
9007,014,45,45-54,220
9007,014,45,55-64,259
9007,014,45,65+,510
9007,014,45,NA,1
9008,014,45,16-17,6
9008,014,45,18-24,144
9008,014,45,25-34,358
9008,014,45,35-44,403
9008,014,45,45-54,336
9008,014,45,55-64,458
9008,014,45,65+,707
9008,014,45,NA,7
9009,014,43A,16-17,3
9009,014,43A,18-24,73
9009,014,43A,25-34,193
9009,014,43A,35-44,211
9009,014,43A,45-54,155
9009,014,43A,55-64,228
9009,014,43A,65+,292
9009,014,43A,NA,1
9010,014,43A,16-17,6
9010,014,43A,18-24,104
9010,014,43A,25-34,291
9010,014,43A,35-44,335
9010,014,43A,45-54,234
9010,014,43A,55-64,275
9010,014,43A,65+,402
9010,014,43A,NA,5
9011,014,43A,16-17,1
9011,014,43A,18-24,21
9011,014,43A,25-34,81
9011,014,43A,35-44,88
9011,014,43A,45-54,64
9011,014,43A,55-64,92
9011,014,43A,65+,104
9012,014,43A,16-17,4
9012,014,43A,18-24,83
9012,014,43A,25-34,199
9012,014,43A,35-44,236
9012,014,43A,45-54,193
9012,014,43A,55-64,292
9012,014,43A,65+,406
9012,014,43A,NA,1
9013,012,45,16-17,7
9013,012,45,18-24,72
9013,012,45,25-34,170
9013,012,45,35-44,199
9013,012,45,45-54,181
9013,012,45,55-64,250
9013,012,45,65+,517
9013,012,45,NA,1
9014,012,43A,16-17,3
9014,012,43A,18-24,69
9014,012,43A,25-34,198
9014,012,43A,35-44,258
9014,012,43A,45-54,222
9014,012,43A,55-64,287
9014,012,43A,65+,530
9015,012,45,16-17,11
9015,012,45,18-24,143
9015,012,45,25-34,387
9015,012,45,35-44,371
9015,012,45,45-54,299
9015,012,45,55-64,461
9015,012,45,65+,832
9015,012,45,NA,9
10001,012,45,16-17,9
10001,012,45,18-24,121
10001,012,45,25-34,209
10001,012,45,35-44,228
10001,012,45,45-54,203
10001,012,45,55-64,265
10001,012,45,65+,378
10001,012,45,NA,3
10002,012,45,16-17,7
10002,012,45,18-24,86
10002,012,45,25-34,214
10002,012,45,35-44,223
10002,012,45,45-54,207
10002,012,45,55-64,278
10002,012,45,65+,710
10002,012,45,NA,3
10003,012,46,18-24,41
10003,012,46,25-34,155
10003,012,46,35-44,183
10003,012,46,45-54,160
10003,012,46,55-64,205
10003,012,46,65+,187
10003,012,46,NA,3
10004,012,45,16-17,1
10004,012,45,18-24,45
10004,012,45,25-34,120
10004,012,45,35-44,127
10004,012,45,45-54,91
10004,012,45,55-64,192
10004,012,45,65+,418
10004,012,45,NA,1
11001,012,40,16-17,1
11001,012,40,18-24,118
11001,012,40,25-34,859
11001,012,40,35-44,930
11001,012,40,45-54,416
11001,012,40,55-64,240
11001,012,40,65+,363
11001,012,40,NA,2
11002,011,40,18-24,41
11002,011,40,25-34,270
11002,011,40,35-44,221
11002,011,40,45-54,106
11002,011,40,55-64,132
11002,011,40,65+,262
11003,011,40,16-17,8
11003,011,40,18-24,104
11003,011,40,25-34,532
11003,011,40,35-44,601
11003,011,40,45-54,300
11003,011,40,55-64,325
11003,011,40,65+,593
11003,011,40,NA,1
11004,011,40,18-24,7
11004,011,40,25-34,24
11004,011,40,35-44,24
11004,011,40,45-54,15
11004,011,40,55-64,14
11004,011,40,65+,16
11005,011,40,16-17,1
11005,011,40,18-24,174
11005,011,40,25-34,1030
11005,011,40,35-44,1029
11005,011,40,45-54,553
11005,011,40,55-64,481
11005,011,40,65+,514
11005,011,40,NA,4
11006,011,46,16-17,1
11006,011,46,18-24,120
11006,011,46,25-34,819
11006,011,46,35-44,904
11006,011,46,45-54,479
11006,011,46,55-64,403
11006,011,46,65+,1100
11006,011,46,NA,6
11007,012,46,16-17,1
11007,012,46,18-24,122
11007,012,46,25-34,844
11007,012,46,35-44,817
11007,012,46,45-54,411
11007,012,46,55-64,275
11007,012,46,65+,274
11007,012,46,NA,2
12001,014,43A,16-17,14
12001,014,43A,18-24,184
12001,014,43A,25-34,637
12001,014,43A,35-44,799
12001,014,43A,45-54,533
12001,014,43A,55-64,523
12001,014,43A,65+,1827
12001,014,43A,NA,1
12002,014,43A,16-17,4
12002,014,43A,18-24,28
12002,014,43A,25-34,63
12002,014,43A,35-44,64
12002,014,43A,45-54,74
12002,014,43A,55-64,57
12002,014,43A,65+,106
12003,014,43A,16-17,1
12003,014,43A,18-24,36
12003,014,43A,25-34,300
12003,014,43A,35-44,299
12003,014,43A,45-54,141
12003,014,43A,55-64,84
12003,014,43A,65+,134
12004,014,43A,< 16,1
12004,014,43A,16-17,7
12004,014,43A,18-24,239
12004,014,43A,25-34,1057
12004,014,43A,35-44,704
12004,014,43A,45-54,269
12004,014,43A,55-64,203
12004,014,43A,65+,424
12004,014,43A,NA,5
12005,014,43A,16-17,3
12005,014,43A,18-24,131
12005,014,43A,25-34,571
12005,014,43A,35-44,596
12005,014,43A,45-54,342
12005,014,43A,55-64,171
12005,014,43A,65+,253
12006,014,43A,16-17,1
12006,014,43A,18-24,71
12006,014,43A,25-34,528
12006,014,43A,35-44,521
12006,014,43A,45-54,289
12006,014,43A,55-64,126
12006,014,43A,65+,167
12006,014,43A,NA,1
12007,012,43A,16-17,5
12007,012,43A,18-24,119
12007,012,43A,25-34,520
12007,012,43A,35-44,439
12007,012,43A,45-54,307
12007,012,43A,55-64,257
12007,012,43A,65+,427
12007,012,43A,NA,2
12008,012,43A,16-17,9
12008,012,43A,18-24,160
12008,012,43A,25-34,1264
12008,012,43A,35-44,1169
12008,012,43A,45-54,738
12008,012,43A,55-64,655
12008,012,43A,65+,1033
12008,012,43A,NA,5
12009,012,40,16-17,1
12009,012,40,18-24,12
12009,012,40,25-34,104
12009,012,40,35-44,96
12009,012,40,45-54,42
12009,012,40,55-64,44
12009,012,40,65+,68
12009,012,40,NA,1
12010,012,43A,16-17,7
12010,012,43A,18-24,126
12010,012,43A,25-34,640
12010,012,43A,35-44,578
12010,012,43A,45-54,413
12010,012,43A,55-64,553
12010,012,43A,65+,758
12010,012,43A,NA,4
12011,012,40,18-24,37
12011,012,40,25-34,160
12011,012,40,35-44,179
12011,012,40,45-54,143
12011,012,40,55-64,264
12011,012,40,65+,418
12011,012,40,NA,2
12012,012,45,16-17,8
12012,012,45,18-24,120
12012,012,45,25-34,718
12012,012,45,35-44,720
12012,012,45,45-54,348
12012,012,45,55-64,394
12012,012,45,65+,430
12012,012,45,NA,4
13001,014,41,16-17,8
13001,014,41,18-24,66
13001,014,41,25-34,181
13001,014,41,35-44,232
13001,014,41,45-54,196
13001,014,41,55-64,129
13001,014,41,65+,1276
13002,014,40,16-17,3
13002,014,40,18-24,81
13002,014,40,25-34,527
13002,014,40,35-44,518
13002,014,40,45-54,304
13002,014,40,55-64,301
13002,014,40,65+,1033
13003,007,40,16-17,1
13003,007,40,18-24,32
13003,007,40,25-34,254
13003,007,40,35-44,338
13003,007,40,45-54,128
13003,007,40,55-64,95
13003,007,40,65+,157
13004,007,40,16-17,9
13004,007,40,18-24,123
13004,007,40,25-34,964
13004,007,40,35-44,1016
13004,007,40,45-54,573
13004,007,40,55-64,382
13004,007,40,65+,775
13004,007,40,NA,3
13005,007,40,16-17,3
13005,007,40,18-24,41
13005,007,40,25-34,282
13005,007,40,35-44,368
13005,007,40,45-54,218
13005,007,40,55-64,173
13005,007,40,65+,384
13006,007,40,16-17,2
13006,007,40,18-24,36
13006,007,40,25-34,154
13006,007,40,35-44,129
13006,007,40,45-54,132
13006,007,40,55-64,182
13006,007,40,65+,258
13006,007,40,NA,6
13007,007,40,< 16,1
13007,007,40,16-17,4
13007,007,40,18-24,92
13007,007,40,25-34,300
13007,007,40,35-44,283
13007,007,40,45-54,239
13007,007,40,55-64,307
13007,007,40,65+,615
13007,007,40,NA,7
13008,007,40,16-17,7
13008,007,40,18-24,114
13008,007,40,25-34,383
13008,007,40,35-44,431
13008,007,40,45-54,385
13008,007,40,55-64,444
13008,007,40,65+,621
13008,007,40,NA,7
13009,007,40,16-17,7
13009,007,40,18-24,80
13009,007,40,25-34,275
13009,007,40,35-44,348
13009,007,40,45-54,279
13009,007,40,55-64,412
13009,007,40,65+,550
13009,007,40,NA,12
13010,007,40,16-17,5
13010,007,40,18-24,107
13010,007,40,25-34,353
13010,007,40,35-44,436
13010,007,40,45-54,356
13010,007,40,55-64,367
13010,007,40,65+,520
13010,007,40,NA,3
13011,014,40,16-17,5
13011,014,40,18-24,115
13011,014,40,25-34,1038
13011,014,40,35-44,1190
13011,014,40,45-54,563
13011,014,40,55-64,342
13011,014,40,65+,596
13012,014,40,16-17,4
13012,014,40,18-24,40
13012,014,40,25-34,421
13012,014,40,35-44,549
13012,014,40,45-54,357
13012,014,40,55-64,216
13012,014,40,65+,394
14001,011,40,16-17,2
14001,011,40,18-24,124
14001,011,40,25-34,406
14001,011,40,35-44,490
14001,011,40,45-54,209
14001,011,40,55-64,184
14001,011,40,65+,458
14001,011,40,NA,3
14002,011,40,< 16,1
14002,011,40,16-17,2
14002,011,40,18-24,81
14002,011,40,25-34,247
14002,011,40,35-44,240
14002,011,40,45-54,171
14002,011,40,55-64,189
14002,011,40,65+,617
14003,011,40,16-17,4
14003,011,40,18-24,91
14003,011,40,25-34,257
14003,011,40,35-44,226
14003,011,40,45-54,153
14003,011,40,55-64,163
14003,011,40,65+,261
14003,011,40,NA,5
14004,011,40,16-17,12
14004,011,40,18-24,172
14004,011,40,25-34,594
14004,011,40,35-44,649
14004,011,40,45-54,505
14004,011,40,55-64,645
14004,011,40,65+,1043
14004,011,40,NA,11
14005,007,40,16-17,1
14005,007,40,18-24,45
14005,007,40,25-34,97
14005,007,40,35-44,106
14005,007,40,45-54,103
14005,007,40,55-64,119
14005,007,40,65+,257
14005,007,40,NA,2
15001,006,41,16-17,11
15001,006,41,18-24,136
15001,006,41,25-34,290
15001,006,41,35-44,277
15001,006,41,45-54,284
15001,006,41,55-64,377
15001,006,41,65+,727
15001,006,41,NA,8
15002,006,41,16-17,5
15002,006,41,18-24,67
15002,006,41,25-34,171
15002,006,41,35-44,174
15002,006,41,45-54,158
15002,006,41,55-64,226
15002,006,41,65+,450
15002,006,41,NA,1
15003,006,41,16-17,12
15003,006,41,18-24,149
15003,006,41,25-34,382
15003,006,41,35-44,402
15003,006,41,45-54,305
15003,006,41,55-64,499
15003,006,41,65+,1057
15003,006,41,NA,4
15004,006,40,16-17,5
15004,006,40,18-24,99
15004,006,40,25-34,204
15004,006,40,35-44,219
15004,006,40,45-54,175
15004,006,40,55-64,245
15004,006,40,65+,468
15004,006,40,NA,2
15005,007,40,16-17,6
15005,007,40,18-24,99
15005,007,40,25-34,258
15005,007,40,35-44,259
15005,007,40,45-54,197
15005,007,40,55-64,248
15005,007,40,65+,621
15006,007,40,< 16,1
15006,007,40,16-17,13
15006,007,40,18-24,160
15006,007,40,25-34,319
15006,007,40,35-44,362
15006,007,40,45-54,271
15006,007,40,55-64,350
15006,007,40,65+,824
15006,007,40,NA,4
15007,007,41,16-17,10
15007,007,41,18-24,144
15007,007,41,25-34,297
15007,007,41,35-44,285
15007,007,41,45-54,255
15007,007,41,55-64,328
15007,007,41,65+,582
15007,007,41,NA,1
15008,006,41,16-17,4
15008,006,41,18-24,58
15008,006,41,25-34,117
15008,006,41,35-44,116
15008,006,41,45-54,128
15008,006,41,55-64,166
15008,006,41,65+,401
15009,006,41,16-17,16
15009,006,41,18-24,217
15009,006,41,25-34,543
15009,006,41,35-44,582
15009,006,41,45-54,480
15009,006,41,55-64,613
15009,006,41,65+,1169
15009,006,41,NA,9
15010,006,41,16-17,11
15010,006,41,18-24,105
15010,006,41,25-34,245
15010,006,41,35-44,240
15010,006,41,45-54,231
15010,006,41,55-64,325
15010,006,41,65+,674
15011,007,41,16-17,8
15011,007,41,18-24,119
15011,007,41,25-34,283
15011,007,41,35-44,249
15011,007,41,45-54,250
15011,007,41,55-64,304
15011,007,41,65+,560
15011,007,41,NA,4
15012,007,40,16-17,2
15012,007,40,18-24,19
15012,007,40,25-34,58
15012,007,40,35-44,49
15012,007,40,45-54,50
15012,007,40,55-64,73
15012,007,40,65+,146
15012,007,40,NA,3
15013,007,40,16-17,6
15013,007,40,18-24,61
15013,007,40,25-34,137
15013,007,40,35-44,164
15013,007,40,45-54,157
15013,007,40,55-64,234
15013,007,40,65+,331
15013,007,40,NA,6
15014,007,40,16-17,9
15014,007,40,18-24,113
15014,007,40,25-34,227
15014,007,40,35-44,297
15014,007,40,45-54,241
15014,007,40,55-64,333
15014,007,40,65+,764
15014,007,40,NA,3
15015,007,40,16-17,6
15015,007,40,18-24,59
15015,007,40,25-34,167
15015,007,40,35-44,176
15015,007,40,45-54,131
15015,007,40,55-64,195
15015,007,40,65+,351
15015,007,40,NA,4
15016,007,40,16-17,1
15016,007,40,18-24,84
15016,007,40,25-34,138
15016,007,40,35-44,173
15016,007,40,45-54,139
15016,007,40,55-64,198
15016,007,40,65+,380
15016,007,40,NA,4
15017,007,40,16-17,9
15017,007,40,18-24,140
15017,007,40,25-34,357
15017,007,40,35-44,347
15017,007,40,45-54,336
15017,007,40,55-64,391
15017,007,40,65+,696
15017,007,40,NA,8
15018,007,40,16-17,11
15018,007,40,18-24,218
15018,007,40,25-34,565
15018,007,40,35-44,615
15018,007,40,45-54,528
15018,007,40,55-64,781
15018,007,40,65+,963
15018,007,40,NA,11
15019,007,40,16-17,1
15019,007,40,18-24,6
15019,007,40,25-34,18
15019,007,40,35-44,12
15019,007,40,45-54,15
15019,007,40,55-64,23
15019,007,40,65+,39
15019,007,40,NA,1
15020,007,40,16-17,7
15020,007,40,18-24,187
15020,007,40,25-34,487
15020,007,40,35-44,522
15020,007,40,45-54,373
15020,007,40,55-64,597
15020,007,40,65+,1150
15020,007,40,NA,8
15021,007,40,16-17,5
15021,007,40,18-24,83
15021,007,40,25-34,195
15021,007,40,35-44,210
15021,007,40,45-54,198
15021,007,40,55-64,253
15021,007,40,65+,573
15021,007,40,NA,3
15022,006,40,16-17,6
15022,006,40,18-24,90
15022,006,40,25-34,243
15022,006,40,35-44,242
15022,006,40,45-54,236
15022,006,40,55-64,330
15022,006,40,65+,813
15022,006,40,NA,2
15023,006,40,16-17,8
15023,006,40,18-24,137
15023,006,40,25-34,301
15023,006,40,35-44,376
15023,006,40,45-54,324
15023,006,40,55-64,451
15023,006,40,65+,712
15023,006,40,NA,4
15024,006,40,16-17,7
15024,006,40,18-24,145
15024,006,40,25-34,427
15024,006,40,35-44,421
15024,006,40,45-54,346
15024,006,40,55-64,461
15024,006,40,65+,872
15024,006,40,NA,6
15025,006,40,16-17,4
15025,006,40,18-24,40
15025,006,40,25-34,158
15025,006,40,35-44,195
15025,006,40,45-54,163
15025,006,40,55-64,255
15025,006,40,65+,357
15025,006,40,NA,2
16001,009,40,16-17,2
16001,009,40,18-24,65
16001,009,40,25-34,141
16001,009,40,35-44,176
16001,009,40,45-54,146
16001,009,40,55-64,198
16001,009,40,65+,278
16001,009,40,NA,2
16002,009,40,16-17,5
16002,009,40,18-24,64
16002,009,40,25-34,240
16002,009,40,35-44,258
16002,009,40,45-54,206
16002,009,40,55-64,319
16002,009,40,65+,752
16002,009,40,NA,4
16003,009,40,16-17,2
16003,009,40,18-24,49
16003,009,40,25-34,170
16003,009,40,35-44,202
16003,009,40,45-54,166
16003,009,40,55-64,238
16003,009,40,65+,448
16003,009,40,NA,2
16004,009,40,18-24,39
16004,009,40,25-34,125
16004,009,40,35-44,138
16004,009,40,45-54,128
16004,009,40,55-64,144
16004,009,40,65+,313
16004,009,40,NA,5
16005,009,40,16-17,6
16005,009,40,18-24,126
16005,009,40,25-34,291
16005,009,40,35-44,359
16005,009,40,45-54,307
16005,009,40,55-64,455
16005,009,40,65+,964
16005,009,40,NA,6
16006,009,40,16-17,6
16006,009,40,18-24,157
16006,009,40,25-34,329
16006,009,40,35-44,315
16006,009,40,45-54,263
16006,009,40,55-64,374
16006,009,40,65+,757
16006,009,40,NA,6
16007,009,40,16-17,12
16007,009,40,18-24,121
16007,009,40,25-34,278
16007,009,40,35-44,265
16007,009,40,45-54,223
16007,009,40,55-64,327
16007,009,40,65+,619
16007,009,40,NA,3
16008,009,40,16-17,1
16008,009,40,18-24,68
16008,009,40,25-34,170
16008,009,40,35-44,161
16008,009,40,45-54,147
16008,009,40,55-64,213
16008,009,40,65+,463
16008,009,40,NA,3
16009,009,40,16-17,6
16009,009,40,18-24,106
16009,009,40,25-34,241
16009,009,40,35-44,277
16009,009,40,45-54,222
16009,009,40,55-64,366
16009,009,40,65+,817
16009,009,40,NA,3
16010,009,40,16-17,4
16010,009,40,18-24,84
16010,009,40,25-34,166
16010,009,40,35-44,174
16010,009,40,45-54,146
16010,009,40,55-64,210
16010,009,40,65+,392
16011,009,40,16-17,2
16011,009,40,18-24,54
16011,009,40,25-34,137
16011,009,40,35-44,125
16011,009,40,45-54,111
16011,009,40,55-64,151
16011,009,40,65+,295
16011,009,40,NA,3
16012,009,40,16-17,9
16012,009,40,18-24,142
16012,009,40,25-34,371
16012,009,40,35-44,331
16012,009,40,45-54,292
16012,009,40,55-64,305
16012,009,40,65+,668
16012,009,40,NA,7
16013,008,41,16-17,5
16013,008,41,18-24,163
16013,008,41,25-34,354
16013,008,41,35-44,346
16013,008,41,45-54,245
16013,008,41,55-64,349
16013,008,41,65+,685
16013,008,41,NA,6
16014,008,41,16-17,13
16014,008,41,18-24,235
16014,008,41,25-34,593
16014,008,41,35-44,590
16014,008,41,45-54,500
16014,008,41,55-64,627
16014,008,41,65+,1241
16014,008,41,NA,9
17001,011,40,16-17,2
17001,011,40,18-24,27
17001,011,40,25-34,43
17001,011,40,35-44,46
17001,011,40,45-54,34
17001,011,40,55-64,57
17001,011,40,65+,72
17002,011,40,16-17,15
17002,011,40,18-24,215
17002,011,40,25-34,718
17002,011,40,35-44,642
17002,011,40,45-54,559
17002,011,40,55-64,777
17002,011,40,65+,1437
17002,011,40,NA,4
18001,009,40,16-17,6
18001,009,40,18-24,76
18001,009,40,25-34,263
18001,009,40,35-44,252
18001,009,40,45-54,189
18001,009,40,55-64,317
18001,009,40,65+,360
18001,009,40,NA,4
18002,009,40,16-17,7
18002,009,40,18-24,140
18002,009,40,25-34,519
18002,009,40,35-44,584
18002,009,40,45-54,383
18002,009,40,55-64,446
18002,009,40,65+,606
18002,009,40,NA,5
19001,009,40,16-17,5
19001,009,40,18-24,109
19001,009,40,25-34,269
19001,009,40,35-44,268
19001,009,40,45-54,250
19001,009,40,55-64,351
19001,009,40,65+,461
19001,009,40,NA,3
19002,009,40,16-17,13
19002,009,40,18-24,167
19002,009,40,25-34,515
19002,009,40,35-44,599
19002,009,40,45-54,470
19002,009,40,55-64,528
19002,009,40,65+,653
19002,009,40,NA,13
19003,009,40,18-24,18
19003,009,40,25-34,29
19003,009,40,35-44,37
19003,009,40,45-54,21
19003,009,40,55-64,52
19003,009,40,65+,165
20001,009,40,16-17,6
20001,009,40,18-24,114
20001,009,40,25-34,335
20001,009,40,35-44,306
20001,009,40,45-54,271
20001,009,40,55-64,370
20001,009,40,65+,721
20001,009,40,NA,7
20002,009,40,16-17,2
20002,009,40,18-24,60
20002,009,40,25-34,139
20002,009,40,35-44,142
20002,009,40,45-54,120
20002,009,40,55-64,181
20002,009,40,65+,232
20002,009,40,NA,2
20003,009,40,16-17,5
20003,009,40,18-24,106
20003,009,40,25-34,346
