PRECINCT,COUNCILMANIC_DISTRICTS,LEGISLATIVE_DISTRICTS,AGE_GROUP,n
10001,012,45,NA,3
10002,012,45,16-17,7
10002,012,45,18-29,168
10002,012,45,30-49,445
10002,012,45,50-64,395
10002,012,45,65+,710
10002,012,45,NA,3
10003,012,46,18-29,100
10003,012,46,30-49,345
10003,012,46,50-64,299
10003,012,46,65+,187
10003,012,46,NA,3
10004,012,45,16-17,1
10004,012,45,18-29,98
10004,012,45,30-49,231
10004,012,45,50-64,246
10004,012,45,65+,418
10004,012,45,NA,1
11001,012,40,16-17,1
11001,012,40,18-29,454
11001,012,40,30-49,1695
11001,012,40,50-64,414
11001,012,40,65+,363
11001,012,40,NA,2
11002,011,40,18-29,157
11002,011,40,30-49,429
11002,011,40,50-64,184
11002,011,40,65+,262
11003,011,40,16-17,8
11003,011,40,18-29,339
11003,011,40,30-49,1067
11003,011,40,50-64,456
11003,011,40,65+,593
11003,011,40,NA,1
11004,011,40,18-29,18
11004,011,40,30-49,48
11004,011,40,50-64,18
11004,011,40,65+,16
11005,011,40,16-17,1
11005,011,40,18-29,616
11005,011,40,30-49,1895
11005,011,40,50-64,756
11005,011,40,65+,514
11005,011,40,NA,4
11006,011,46,16-17,1
11006,011,46,18-29,474
11006,011,46,30-49,1671
11006,011,46,50-64,580
11006,011,46,65+,1100
11006,011,46,NA,6
11007,012,46,16-17,1
11007,012,46,18-29,474
11007,012,46,30-49,1547
11007,012,46,50-64,448
11007,012,46,65+,274
11007,012,46,NA,2
12001,014,43A,16-17,14
12001,014,43A,18-29,463
12001,014,43A,30-49,1441
12001,014,43A,50-64,772
12001,014,43A,65+,1827
12001,014,43A,NA,1
12002,014,43A,16-17,4
12002,014,43A,18-29,53
12002,014,43A,30-49,137
12002,014,43A,50-64,96
12002,014,43A,65+,106
12003,014,43A,16-17,1
12003,014,43A,18-29,134
12003,014,43A,30-49,583
12003,014,43A,50-64,143
12003,014,43A,65+,134
12004,014,43A,< 16,1
12004,014,43A,16-17,7
12004,014,43A,18-29,894
12004,014,43A,30-49,1255
12004,014,43A,50-64,323
12004,014,43A,65+,424
12004,014,43A,NA,5
12005,014,43A,16-17,3
12005,014,43A,18-29,385
12005,014,43A,30-49,1112
12005,014,43A,50-64,314
12005,014,43A,65+,253
12006,014,43A,16-17,1
12006,014,43A,18-29,300
12006,014,43A,30-49,1004
12006,014,43A,50-64,231
12006,014,43A,65+,167
12006,014,43A,NA,1
12007,012,43A,16-17,5
12007,012,43A,18-29,321
12007,012,43A,30-49,921
12007,012,43A,50-64,400
12007,012,43A,65+,427
12007,012,43A,NA,2
12008,012,43A,16-17,9
12008,012,43A,18-29,647
12008,012,43A,30-49,2345
12008,012,43A,50-64,994
12008,012,43A,65+,1033
12008,012,43A,NA,5
12009,012,40,16-17,1
12009,012,40,18-29,41
12009,012,40,30-49,191
12009,012,40,50-64,66
12009,012,40,65+,68
12009,012,40,NA,1
12010,012,43A,16-17,7
12010,012,43A,18-29,388
12010,012,43A,30-49,1153
12010,012,43A,50-64,769
12010,012,43A,65+,758
12010,012,43A,NA,4
12011,012,40,18-29,104
12011,012,40,30-49,331
12011,012,40,50-64,348
12011,012,40,65+,418
12011,012,40,NA,2
12012,012,45,16-17,8
12012,012,45,18-29,404
12012,012,45,30-49,1325
12012,012,45,50-64,571
12012,012,45,65+,430
12012,012,45,NA,4
13001,014,41,16-17,8
13001,014,41,18-29,146
13001,014,41,30-49,438
13001,014,41,50-64,220
13001,014,41,65+,1276
13002,014,40,16-17,3
13002,014,40,18-29,284
13002,014,40,30-49,1002
13002,014,40,50-64,445
13002,014,40,65+,1033
13003,007,40,16-17,1
13003,007,40,18-29,101
13003,007,40,30-49,591
13003,007,40,50-64,155
13003,007,40,65+,157
13004,007,40,16-17,9
13004,007,40,18-29,458
13004,007,40,30-49,1962
13004,007,40,50-64,638
13004,007,40,65+,775
13004,007,40,NA,3
13005,007,40,16-17,3
13005,007,40,18-29,148
13005,007,40,30-49,663
13005,007,40,50-64,271
13005,007,40,65+,384
13006,007,40,16-17,2
13006,007,40,18-29,100
13006,007,40,30-49,271
13006,007,40,50-64,262
13006,007,40,65+,258
13006,007,40,NA,6
13007,007,40,< 16,1
13007,007,40,16-17,4
13007,007,40,18-29,226
13007,007,40,30-49,547
13007,007,40,50-64,448
13007,007,40,65+,615
13007,007,40,NA,7
13008,007,40,16-17,7
13008,007,40,18-29,281
13008,007,40,30-49,831
13008,007,40,50-64,645
13008,007,40,65+,621
13008,007,40,NA,7
13009,007,40,16-17,7
13009,007,40,18-29,195
13009,007,40,30-49,632
13009,007,40,50-64,567
13009,007,40,65+,550
13009,007,40,NA,12
13010,007,40,16-17,5
13010,007,40,18-29,258
13010,007,40,30-49,814
13010,007,40,50-64,547
13010,007,40,65+,520
13010,007,40,NA,3
13011,014,40,16-17,5
13011,014,40,18-29,435
13011,014,40,30-49,2236
13011,014,40,50-64,577
13011,014,40,65+,596
13012,014,40,16-17,4
13012,014,40,18-29,168
13012,014,40,30-49,1052
13012,014,40,50-64,363
13012,014,40,65+,394
14001,011,40,16-17,2
14001,011,40,18-29,318
14001,011,40,30-49,818
14001,011,40,50-64,277
14001,011,40,65+,458
14001,011,40,NA,3
14002,011,40,< 16,1
14002,011,40,16-17,2
14002,011,40,18-29,170
14002,011,40,30-49,490
14002,011,40,50-64,268
14002,011,40,65+,617
14003,011,40,16-17,4
14003,011,40,18-29,207
14003,011,40,30-49,445
14003,011,40,50-64,238
14003,011,40,65+,261
14003,011,40,NA,5
14004,011,40,16-17,12
14004,011,40,18-29,406
14004,011,40,30-49,1236
14004,011,40,50-64,923
14004,011,40,65+,1043
14004,011,40,NA,11
14005,007,40,16-17,1
14005,007,40,18-29,85
14005,007,40,30-49,208
14005,007,40,50-64,177
14005,007,40,65+,257
14005,007,40,NA,2
15001,006,41,16-17,11
15001,006,41,18-29,282
15001,006,41,30-49,552
15001,006,41,50-64,530
15001,006,41,65+,727
15001,006,41,NA,8
15002,006,41,16-17,5
15002,006,41,18-29,146
15002,006,41,30-49,341
15002,006,41,50-64,309
15002,006,41,65+,450
15002,006,41,NA,1
15003,006,41,16-17,12
15003,006,41,18-29,322
15003,006,41,30-49,741
15003,006,41,50-64,674
15003,006,41,65+,1057
15003,006,41,NA,4
15004,006,40,16-17,5
15004,006,40,18-29,190
15004,006,40,30-49,406
15004,006,40,50-64,346
15004,006,40,65+,468
15004,006,40,NA,2
15005,007,40,16-17,6
15005,007,40,18-29,219
15005,007,40,30-49,496
15005,007,40,50-64,346
15005,007,40,65+,621
15006,007,40,< 16,1
15006,007,40,16-17,13
15006,007,40,18-29,315
15006,007,40,30-49,656
15006,007,40,50-64,491
15006,007,40,65+,824
15006,007,40,NA,4
15007,007,41,16-17,10
15007,007,41,18-29,289
15007,007,41,30-49,562
15007,007,41,50-64,458
15007,007,41,65+,582
15007,007,41,NA,1
15008,006,41,16-17,4
15008,006,41,18-29,110
15008,006,41,30-49,233
15008,006,41,50-64,242
15008,006,41,65+,401
15009,006,41,16-17,16
15009,006,41,18-29,435
15009,006,41,30-49,1144
15009,006,41,50-64,856
15009,006,41,65+,1169
15009,006,41,NA,9
15010,006,41,16-17,11
15010,006,41,18-29,229
15010,006,41,30-49,477
15010,006,41,50-64,440
15010,006,41,65+,674
15011,007,41,16-17,8
15011,007,41,18-29,238
15011,007,41,30-49,527
15011,007,41,50-64,440
15011,007,41,65+,560
15011,007,41,NA,4
15012,007,40,16-17,2
15012,007,40,18-29,44
15012,007,40,30-49,101
15012,007,40,50-64,104
15012,007,40,65+,146
15012,007,40,NA,3
15013,007,40,16-17,6
15013,007,40,18-29,115
15013,007,40,30-49,316
15013,007,40,50-64,322
15013,007,40,65+,331
15013,007,40,NA,6
15014,007,40,16-17,9
15014,007,40,18-29,230
15014,007,40,30-49,523
15014,007,40,50-64,458
15014,007,40,65+,764
15014,007,40,NA,3
15015,007,40,16-17,6
15015,007,40,18-29,146
15015,007,40,30-49,316
15015,007,40,50-64,266
15015,007,40,65+,351
15015,007,40,NA,4
15016,007,40,16-17,1
15016,007,40,18-29,137
15016,007,40,30-49,318
15016,007,40,50-64,277
15016,007,40,65+,380
15016,007,40,NA,4
15017,007,40,16-17,9
15017,007,40,18-29,292
15017,007,40,30-49,711
15017,007,40,50-64,568
15017,007,40,65+,696
15017,007,40,NA,8
15018,007,40,16-17,11
15018,007,40,18-29,439
15018,007,40,30-49,1179
15018,007,40,50-64,1089
15018,007,40,65+,963
15018,007,40,NA,11
15019,007,40,16-17,1
15019,007,40,18-29,15
15019,007,40,30-49,26
15019,007,40,50-64,33
15019,007,40,65+,39
15019,007,40,NA,1
15020,007,40,16-17,7
15020,007,40,18-29,407
15020,007,40,30-49,963
15020,007,40,50-64,796
15020,007,40,65+,1150
15020,007,40,NA,8
15021,007,40,16-17,5
15021,007,40,18-29,158
15021,007,40,30-49,417
15021,007,40,50-64,364
15021,007,40,65+,573
15021,007,40,NA,3
15022,006,40,16-17,6
15022,006,40,18-29,183
15022,006,40,30-49,517
15022,006,40,50-64,441
15022,006,40,65+,813
15022,006,40,NA,2
15023,006,40,16-17,8
15023,006,40,18-29,276
15023,006,40,30-49,686
15023,006,40,50-64,627
15023,006,40,65+,712
15023,006,40,NA,4
15024,006,40,16-17,7
15024,006,40,18-29,330
15024,006,40,30-49,825
15024,006,40,50-64,645
15024,006,40,65+,872
15024,006,40,NA,6
15025,006,40,16-17,4
15025,006,40,18-29,101
15025,006,40,30-49,367
15025,006,40,50-64,343
15025,006,40,65+,357
15025,006,40,NA,2
16001,009,40,16-17,2
16001,009,40,18-29,126
16001,009,40,30-49,319
16001,009,40,50-64,281
16001,009,40,65+,278
16001,009,40,NA,2
16002,009,40,16-17,5
16002,009,40,18-29,148
16002,009,40,30-49,511
16002,009,40,50-64,428
16002,009,40,65+,752
16002,009,40,NA,4
16003,009,40,16-17,2
16003,009,40,18-29,128
16003,009,40,30-49,373
16003,009,40,50-64,324
16003,009,40,65+,448
16003,009,40,NA,2
16004,009,40,18-29,97
16004,009,40,30-49,251
16004,009,40,50-64,226
16004,009,40,65+,313
16004,009,40,NA,5
16005,009,40,16-17,6
16005,009,40,18-29,251
16005,009,40,30-49,661
16005,009,40,50-64,626
16005,009,40,65+,964
16005,009,40,NA,6
16006,009,40,16-17,6
16006,009,40,18-29,306
16006,009,40,30-49,631
16006,009,40,50-64,501
16006,009,40,65+,757
16006,009,40,NA,6
16007,009,40,16-17,12
16007,009,40,18-29,240
16007,009,40,30-49,530
16007,009,40,50-64,444
16007,009,40,65+,619
16007,009,40,NA,3
16008,009,40,16-17,1
16008,009,40,18-29,139
16008,009,40,30-49,322
16008,009,40,50-64,298
16008,009,40,65+,463
16008,009,40,NA,3
16009,009,40,16-17,6
16009,009,40,18-29,213
16009,009,40,30-49,521
16009,009,40,50-64,478
16009,009,40,65+,817
16009,009,40,NA,3
16010,009,40,16-17,4
16010,009,40,18-29,155
16010,009,40,30-49,334
16010,009,40,50-64,291
16010,009,40,65+,392
16011,009,40,16-17,2
16011,009,40,18-29,118
16011,009,40,30-49,253
16011,009,40,50-64,207
16011,009,40,65+,295
16011,009,40,NA,3
16012,009,40,16-17,9
16012,009,40,18-29,308
16012,009,40,30-49,674
16012,009,40,50-64,459
16012,009,40,65+,668
16012,009,40,NA,7
16013,008,41,16-17,5
16013,008,41,18-29,312
16013,008,41,30-49,669
16013,008,41,50-64,476
16013,008,41,65+,685
16013,008,41,NA,6
16014,008,41,16-17,13
16014,008,41,18-29,513
16014,008,41,30-49,1126
16014,008,41,50-64,906
16014,008,41,65+,1241
16014,008,41,NA,9
17001,011,40,16-17,2
17001,011,40,18-29,44
17001,011,40,30-49,89
17001,011,40,50-64,74
17001,011,40,65+,72
17002,011,40,16-17,15
17002,011,40,18-29,532
17002,011,40,30-49,1304
17002,011,40,50-64,1075
17002,011,40,65+,1437
17002,011,40,NA,4
18001,009,40,16-17,6
18001,009,40,18-29,175
18001,009,40,30-49,503
18001,009,40,50-64,419
18001,009,40,65+,360
18001,009,40,NA,4
18002,009,40,16-17,7
18002,009,40,18-29,365
18002,009,40,30-49,1068
18002,009,40,50-64,639
18002,009,40,65+,606
18002,009,40,NA,5
19001,009,40,16-17,5
19001,009,40,18-29,218
19001,009,40,30-49,552
19001,009,40,50-64,477
19001,009,40,65+,461
19001,009,40,NA,3
19002,009,40,16-17,13
19002,009,40,18-29,406
19002,009,40,30-49,1117
19002,009,40,50-64,756
19002,009,40,65+,653
19002,009,40,NA,13
19003,009,40,18-29,29
19003,009,40,30-49,63
19003,009,40,50-64,65
19003,009,40,65+,165
20001,009,40,16-17,6
20001,009,40,18-29,262
20001,009,40,30-49,622
20001,009,40,50-64,512
20001,009,40,65+,721
20001,009,40,NA,7
20002,009,40,16-17,2
20002,009,40,18-29,111
20002,009,40,30-49,284
20002,009,40,50-64,247
20002,009,40,65+,232
20002,009,40,NA,2
20003,009,40,16-17,5
20003,009,40,18-29,262
20003,009,40,30-49,692
20003,009,40,50-64,604
20003,009,40,65+,882
20003,009,40,NA,12
20004,009,40,16-17,2
20004,009,40,18-29,31
20004,009,40,30-49,83
20004,009,40,50-64,61
20004,009,40,65+,104
20004,009,40,NA,2
20005,009,40,16-17,4
20005,009,40,18-29,159
20005,009,40,30-49,378
20005,009,40,50-64,318
20005,009,40,65+,440
20005,009,40,NA,4
20006,008,41,16-17,24
20006,008,41,18-29,481
20006,008,41,30-49,1095
20006,008,41,50-64,932
20006,008,41,65+,1571
20006,008,41,NA,3
20007,008,41,16-17,8
20007,008,41,18-29,379
20007,008,41,30-49,827
20007,008,41,50-64,679
20007,008,41,65+,862
20007,008,41,NA,3
20008,008,41,16-17,2
20008,008,41,18-29,140
20008,008,41,30-49,285
20008,008,41,50-64,212
20008,008,41,65+,252
20009,010,40,16-17,5
20009,010,40,18-29,113
20009,010,40,30-49,315
20009,010,40,50-64,206
20009,010,40,65+,245
20009,010,40,NA,4
20010,009,40,16-17,4
20010,009,40,18-29,100
20010,009,40,30-49,227
20010,009,40,50-64,184
20010,009,40,65+,283
20010,009,40,NA,2
20011,009,40,16-17,5
20011,009,40,18-29,271
20011,009,40,30-49,733
20011,009,40,50-64,529
20011,009,40,65+,480
20011,009,40,NA,5
21001,011,46,16-17,3
21001,011,46,18-29,371
21001,011,46,30-49,1042
21001,011,46,50-64,209
21001,011,46,65+,114
21001,011,46,NA,1
21002,010,40,< 16,1
21002,010,40,16-17,5
21002,010,40,18-29,349
21002,010,40,30-49,1086
21002,010,40,50-64,412
21002,010,40,65+,457
21002,010,40,NA,2
21003,010,40,16-17,8
21003,010,40,18-29,461
21003,010,40,30-49,1182
21003,010,40,50-64,641
21003,010,40,65+,524
21003,010,40,NA,16
21004,010,46,16-17,4
21004,010,46,18-29,75
21004,010,46,30-49,239
21004,010,46,50-64,111
21004,010,46,65+,89
21004,010,46,NA,1
22001,011,46,18-29,288
22001,011,46,30-49,643
22001,011,46,50-64,261
22001,011,46,65+,1064
22001,011,46,NA,2
22002,011,46,16-17,5
22002,011,46,18-29,376
22002,011,46,30-49,1051
22002,011,46,50-64,520
22002,011,46,65+,561
23001,011,46,16-17,4
23001,011,46,18-29,640
23001,011,46,30-49,1228
23001,011,46,50-64,319
23001,011,46,65+,290
23001,011,46,NA,1
23002,011,46,16-17,4
23002,011,46,18-29,483
23002,011,46,30-49,782
23002,011,46,50-64,309
23002,011,46,65+,254
23003,011,46,16-17,5
23003,011,46,18-29,930
23003,011,46,30-49,1645
23003,011,46,50-64,383
23003,011,46,65+,351
24001,011,46,16-17,2
24001,011,46,18-29,196
24001,011,46,30-49,503
24001,011,46,50-64,236
24001,011,46,65+,304
24002,011,46,16-17,4
24002,011,46,18-29,355
24002,011,46,30-49,763
24002,011,46,50-64,206
24002,011,46,65+,159
24002,011,46,NA,1
24003,011,46,16-17,8
24003,011,46,18-29,425
24003,011,46,30-49,1369
24003,011,46,50-64,610
24003,011,46,65+,607
24004,011,46,16-17,3
24004,011,46,18-29,780
24004,011,46,30-49,2210
24004,011,46,50-64,504
24004,011,46,65+,573
24005,011,46,16-17,9
24005,011,46,18-29,969
24005,011,46,30-49,3020
24005,011,46,50-64,903
24005,011,46,65+,887
24005,011,46,NA,1
25001,008,41,16-17,17
25001,008,41,18-29,583
25001,008,41,30-49,1246
25001,008,41,50-64,859
25001,008,41,65+,885
25001,008,41,NA,2
25002,008,41,16-17,13
25002,008,41,18-29,425
25002,008,41,30-49,910
25002,008,41,50-64,589
25002,008,41,65+,563
25002,008,41,NA,3
25003,010,40,16-17,6
25003,010,40,18-29,179
25003,010,40,30-49,406
25003,010,40,50-64,286
25003,010,40,65+,367
25004,010,40,16-17,18
25004,010,40,18-29,414
25004,010,40,30-49,1074
25004,010,40,50-64,876
25004,010,40,65+,975
25004,010,40,NA,1
25005,010,46,16-17,21
25005,010,46,18-29,413
25005,010,46,30-49,823
25005,010,46,50-64,659
25005,010,46,65+,633
25005,010,46,NA,3
25006,010,46,16-17,6
25006,010,46,18-29,168
25006,010,46,30-49,406
25006,010,46,50-64,299
25006,010,46,65+,354
25006,010,46,NA,2
25007,010,46,18-29,73
25007,010,46,30-49,216
25007,010,46,50-64,183
25007,010,46,65+,182
25007,010,46,NA,1
25008,010,46,16-17,25
25008,010,46,18-29,476
25008,010,46,30-49,1102
25008,010,46,50-64,673
25008,010,46,65+,663
25008,010,46,NA,13
25009,010,46,16-17,9
25009,010,46,18-29,238
25009,010,46,30-49,574
25009,010,46,50-64,329
25009,010,46,65+,460
25009,010,46,NA,3
25010,010,46,16-17,10
25010,010,46,18-29,246
25010,010,46,30-49,583
25010,010,46,50-64,386
25010,010,46,65+,507
25010,010,46,NA,3
25011,010,46,16-17,4
25011,010,46,18-29,109
25011,010,46,30-49,269
25011,010,46,50-64,249
25011,010,46,65+,266
25011,010,46,NA,1
25012,010,46,16-17,13
25012,010,46,18-29,253
25012,010,46,30-49,628
25012,010,46,50-64,440
25012,010,46,65+,469
25012,010,46,NA,1
25013,010,46,16-17,6
25013,010,46,18-29,132
25013,010,46,30-49,411
25013,010,46,50-64,281
25013,010,46,65+,262
25013,010,46,NA,1
25014,010,46,16-17,10
25014,010,46,18-29,271
25014,010,46,30-49,607
25014,010,46,50-64,329
25014,010,46,65+,269
25014,010,46,NA,1
25015,010,46,16-17,5
25015,010,46,18-29,241
25015,010,46,30-49,543
25015,010,46,50-64,408
25015,010,46,65+,333
25015,010,46,NA,3
25016,010,46,16-17,12
25016,010,46,18-29,291
25016,010,46,30-49,808
25016,010,46,50-64,551
25016,010,46,65+,512
25016,010,46,NA,2
25017,010,41,16-17,8
25017,010,41,18-29,289
25017,010,41,30-49,609
25017,010,41,50-64,425
25017,010,41,65+,1109
26001,001,46,16-17,2
26001,001,46,18-29,64
26001,001,46,30-49,147
26001,001,46,50-64,100
26001,001,46,65+,157
26002,001,46,16-17,15
26002,001,46,18-29,326
26002,001,46,30-49,720
26002,001,46,50-64,595
26002,001,46,65+,629
26002,001,46,NA,4
26003,001,46,16-17,12
26003,001,46,18-29,233
26003,001,46,30-49,451
26003,001,46,50-64,357
26003,001,46,65+,745
26003,001,46,NA,1
26004,001,46,16-17,9
26004,001,46,18-29,122
26004,001,46,30-49,385
26004,001,46,50-64,248
26004,001,46,65+,587
26004,001,46,NA,3
26005,001,46,16-17,3
26005,001,46,18-29,82
26005,001,46,30-49,186
26005,001,46,50-64,136
26005,001,46,65+,258
26006,001,46,16-17,5
26006,001,46,18-29,161
26006,001,46,30-49,430
26006,001,46,50-64,219
26006,001,46,65+,505
26007,001,46,16-17,7
26007,001,46,18-29,296
26007,001,46,30-49,1007
26007,001,46,50-64,262
26007,001,46,65+,414
26008,001,46,18-29,572
26008,001,46,30-49,1434
26008,001,46,50-64,259
26008,001,46,65+,266
26009,001,46,16-17,5
26009,001,46,18-29,732
26009,001,46,30-49,2569
26009,001,46,50-64,579
26009,001,46,65+,742
26009,001,46,NA,2
26010,001,46,16-17,11
26010,001,46,18-29,451
26010,001,46,30-49,1432
26010,001,46,50-64,483
26010,001,46,65+,644
